Tên vật phẩm,Chỉ số cơ bản,Số lần nâng cấp,Yêu cầu,Phân loại,Job,Máy xổ số
Cuộn giấy áo tăng may mắn 10%,10%,,,Scroll,,Thành phố lá mới
(Quỷ) Cuộn giấy áo toàn thân tăng trí tuệ 30%,30%,,,Scroll,,Thành phố lá mới
(Quỷ) Cuộn giấy áo toàn thân tăng khéo léo 30%,30%,,,Scroll,,Thành phố lá mới
Nơ lục,Tự vào game xem đi,7,Lười ghi bome,Dây chuyền,FULL,Thành phố lá mới
Mũi nhánh cây,Tự vào game xem đi,7,Lười ghi bome,Phụ kiện mặt,FULL,Thành phố lá mới
Miệng chuột,Tự vào game xem đi,7,Lười ghi bome,Phụ kiện mặt,FULL,Thành phố lá mới
Cọ vẽ đen,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Thành phố lá mới
Cá ngừ đóng băng,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Thành phố lá mới
Dù tím nhạt,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Thành phố lá mới
Nhiệt kế,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Thành phố lá mới
Đạn vĩnh cửu,Tự vào game xem đi,,,Đạn,Priate,Thành phố lá mới
Phi tiêu hỏa tinh,Tự vào game xem đi,,,Phi tiêu,Thief,Thành phố lá mới
Cuộn giấy quần tăng khéo léo 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy quần tăng lực nhảy 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy quần tăng phòng thủ 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy quần tăng sinh lực 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy hoa tai tăng sinh lực 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy găng tay tăng khéo léo 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy mũ tăng sinh lực 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy mũ tăng phòng thủ 60%,60%,,,Scroll,,Thành phố lá mới
(Quỷ) Cuộn giấy áo toàn thân tăng khéo léo 70%,70%,,,Scroll,,Thành phố lá mới
Cuộn giấy áo toàn thân tăng may mắn 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy áo toàn thân tăng phòng thủ 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy áo toàn thân tăng trí tuệ 60%,60%,,,Scroll,,Thành phố lá mới
(Quỷ) Cuộn giấy áo toàn thân tăng trí tuệ 70%,70%,,,Scroll,,Thành phố lá mới
Cuộn giấy giày tăng tốc độ 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy giày tăng khéo léo 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy giày tăng lực nhảy 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy áo tăng sinh lực 60%,60%,,,Scroll,,Thành phố lá mới
Cuộn giấy áo tăng sức mạnh 60%,60%,,,Scroll,,Thành phố lá mới
Advanced Equip Enhancement Scroll,,,,Scroll,,Thành phố lá mới
Phao cứu hộ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Thành phố lá mới
Chổi lau nhà màu hạt dẻ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Beginer,Thành phố lá mới
Ván trượt cam,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Thành phố lá mới
Ván lướt sóng màu tím,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Thành phố lá mới
Kiếm trảm hồn,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Warrior,Thành phố lá mới
Ghế xanh lục,,,,Chair,,Thành phố lá mới
Ghế hải cẩu xám,,,,Chair,,Thành phố lá mới
Ghế đỏ,,,,Chair,,Thành phố lá mới
Ghế thư giãn vàng,,,,Chair,,Thành phố lá mới
Thuốc tiên,,,,Use,,Làng tuyết
Thuốc tiên lớn,,,,Use,,Làng tuyết
Cuộn giấy nỏ tăng tấn công vật lý 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy áo choàng tăng nội lực 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy áo choàng tăng sức mạnh 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy dao găm tăng tấn công vật lý 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy găng tay tăng tấn công vật lý 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy thương tăng tấn công vật lý 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy búa đơn tăng tấn công vật lý 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy kiếm đơn tăng tấn công vật lý 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy búa đôi tăng tấn công vật lý 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy đại đao tăng tấn công vật lý 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy trang bị thú cưng tăng lực nhảy 10%,10%,,,Scroll,,Làng tuyết
Cuộn giấy trượng tăng tấn công pháp thuật 10%,10%,,,Scroll,,Làng tuyết
Mũ đen rộng,Tự vào game xem đi,7,Lười ghi bome,Mũ,Thief,Làng tuyết
(Quỷ) Cuộn giấy quần tăng khéo léo 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy quần tăng sinh lực 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy quần tăng phòng thủ 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy cung tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy áo choàng tăng may mắn 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy áo choàng tăng khéo léo 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy vuốt tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy dao găm tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy nỏ tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy hoa tai tăng trí tuệ 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy găng tay tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy găng tay tăng tấn công pháp thuật 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy súng tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy găng đấm tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy rìu đơn tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy kiếm đơn tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy kiếm đơn tăng tấn công pháp thuật 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy áo toàn thân tăng trí tuệ 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy áo toàn thân tăng may mắn 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy áo toàn thân tăng sức mạnh 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy đại đao tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy khiên tăng may mắn 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy khiên tăng sức mạnh 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy khiên tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy khiên tăng tấn công pháp thuật 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy thương tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy rìu đôi tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy búa đôi tăng tấn công vật lý 30%,30%,,,Scroll,,Làng tuyết
(Quỷ) Cuộn giấy mũ tăng khéo léo 30%,30%,,,Scroll,,Làng tuyết
Trụ băng,Tự vào game xem đi,,,Phi tiêu,Thief,Làng tuyết
Bóng tuyết,Tự vào game xem đi,,,Phi tiêu,Thief,Làng tuyết
Đầu đạn băng,Tự vào game xem đi,,,Đạn,Priate,Làng tuyết
Hoa tai ngọc lục bảo,Tự vào game xem đi,5,Lười ghi bome,Hoa tai,FULL,Làng tuyết
Hoa tai giọt nắng,Tự vào game xem đi,5,Lười ghi bome,Hoa tai,FULL,Làng tuyết
Hoa tai đỏ đen,Tự vào game xem đi,5,Lười ghi bome,Hoa tai,FULL,Làng tuyết
Hoa tai thập tự,Tự vào game xem đi,5,Lười ghi bome,Hoa tai,FULL,Làng tuyết
Hoa tai sấm sét,Tự vào game xem đi,5,Lười ghi bome,Hoa tai,FULL,Làng tuyết
Hoa tai trái tim đỏ,Tự vào game xem đi,5,Lười ghi bome,Hoa tai,FULL,Làng tuyết
Hoa tai hoa hồng,Tự vào game xem đi,5,Lười ghi bome,Hoa tai,FULL,Làng tuyết
Hoa tai vuông vàng,Tự vào game xem đi,5,Lười ghi bome,Hoa tai,FULL,Làng tuyết
Khăn trùm đầu tím,Tự vào game xem đi,7,Lười ghi bome,Mũ,FULL,Làng tuyết
Áo la mã đen,Tự vào game xem đi,10,Lười ghi bome,Áo toàn thân,Magician,Làng tuyết
Red Viska,Tự vào game xem đi,10,Lười ghi bome,Áo toàn thân,Priate,Làng tuyết
Găng tay lao động xanh,Tự vào game xem đi,5,Lười ghi bome,Găng tay,FULL,Làng tuyết
Găng tay lao động nâu,Tự vào game xem đi,7,Lười ghi bome,Găng tay,FULL,Làng tuyết
Găng tay lao động tím,Tự vào game xem đi,5,Lười ghi bome,Găng tay,FULL,Làng tuyết
Găng tay lao động vàng,Tự vào game xem đi,5,Lười ghi bome,Găng tay,FULL,Làng tuyết
Giày mực ống,Tự vào game xem đi,5,Lười ghi bome,Giày,Priate,Làng tuyết
Xăng đan có quai hậu xanh lục,+SPEED,5,Lười ghi bome,Giày,FULL,Làng tuyết
Áo choàng công lý xanh,Tự vào game xem đi,5,Lười ghi bome,Áo choàng,FULL,Làng tuyết
Áo choàng công lý trắng,Tự vào game xem đi,5,Lười ghi bome,Áo choàng,FULL,Làng tuyết
Áo choàng hành trình vàng,Tự vào game xem đi,8,LV: 50,Áo choàng,FULL,Làng tuyết
Ván trượt tuyết xanh biển,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Kiếm tre,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Dù màu be,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Phao bơi đen,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Ván trượt tuyết huyết,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Phao hoa xanh,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Phao nhiều màu,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Ván trượt tuyết đen,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Phao cứu hộ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Chảo rán trứng,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Ván trượt xanh lá,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Dù lục,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Roi ánh sáng,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Dù tím nhạt,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Phao hoa đỏ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Dù đỏ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Chổi lau nhà màu trắng,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Chổi lau nhà màu vàng,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Đoản kiếm,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Warrior,Làng tuyết
Rìu cánh dơi,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Warrior,Làng tuyết
Thương ba đỉnh,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Warrior,Làng tuyết
Gậy cánh gió,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Magician,Làng tuyết
Quyền trượng thần bí,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Magician,Làng tuyết
Gậy dạ lễ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Magician,Làng tuyết
Nỏ miền núi,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Bowman,Làng tuyết
Cung chim ưng,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Bowman,Làng tuyết
Cung phi trọng lực,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Bowman,Làng tuyết
Vuốt huyết khổng lồ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Thief,Làng tuyết
Móng rồng,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Thief,Làng tuyết
Vuốt bọ hung xanh lá,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Thief,Làng tuyết
Vuốt sa-phia khổng lồ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Thief,Làng tuyết
Đại đao lưỡi liềm,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Warrior,Làng tuyết
Rìu nanh bảo,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Warrior,Làng tuyết
Vuốt tự vệ đen,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Thief,Làng tuyết
Khiên lá phong,Tự vào game xem đi,10,Lười ghi bome,Khiên,FULL,Làng tuyết
Ghế cừu,,,,Chair,,Làng tuyết
Cuộn giấy dao găm tăng tấn công vật lý 60%,60%,,,Scroll,,Làng tuyết
Cuộn giấy hoa tai tăng trí tuệ 60%,60%,,,Scroll,,Làng tuyết
Cuộn giấy găng tay tăng tấn công vật lý 60%,60%,,,Scroll,,Làng tuyết
Cuộn giấy rìu đơn tăng tấn công vật lý 60%,60%,,,Scroll,,Làng tuyết
Cuộn giấy thương tăng tấn công vật lý 60%,60%,,,Scroll,,Làng tuyết
Cuộn giấy búa đơn tăng tấn công vật lý 60%,60%,,,Scroll,,Làng tuyết
Cuộn giấy kiếm đơn tăng tấn công vật lý 60%,60%,,,Scroll,,Làng tuyết
Cuộn giấy búa đôi tăng tấn công vật lý 60%,60%,,,Scroll,,Làng tuyết
Cuộn giấy trượng tăng tấn công pháp thuật 60%,60%,,,Scroll,,Làng tuyết
Cuộn giấy gậy phép tăng tấn công pháp thuật 60%,60%,,,Scroll,,Làng tuyết
Advanced Equip Enhancement Scroll,,,,Scroll,,Làng tuyết
Mũ khúc côn cầu tím,Tự vào game xem đi,7,Lười ghi bome,Mũ,FULL,Làng tuyết
Giày đi trên tuyết tím,+SPEED,7,Lười ghi bome,Giày,FULL,Làng tuyết
Áo choàng hành trình tím,+M.ATT,5,LV: 50,Áo choàng,FULL,Làng tuyết
Dù đen,Tự vào game xem đi,7,"LV: 70
All: +6",Vũ khí,FULL,Làng tuyết
Cung cánh đen,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Bowman,Làng tuyết
Nỏ ngầm vàng,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Bowman,Làng tuyết
Gậy phép ngọc lửa,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Magician,Làng tuyết
Gậy lửa,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Magician,Làng tuyết
Ghế gấu bắc cực ấm áp,,,,Chair,,Làng tuyết
Giày đi trên tuyết vàng,Tự vào game xem đi,7,Lười ghi bome,Giày,FULL,Làng tuyết
Rìu đôi,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Làng tuyết
Thuốc tiên,,,,Use,,Singapore
Phô mai tan,,,,Use,,Singapore
thuốc tiên lớn,,,,Use,,Singapore
Dưa hấu,,,,Use,,Singapore
Cuộn giấy quần tăng khéo léo 10%,10%,,,Scroll,,Singapore
Cuộn giấy quần tăng lực nhảy 10%,10%,,,Scroll,,Singapore
Cuộn giấy quần tăng phòng thủ 10%,10%,,,Scroll,,Singapore
Cuộn giấy quần tăng sinh lực 10%,10%,,,Scroll,,Singapore
Cuộn giấy áo choàng tăng phòng thủ pháp thuật 100%,100%,,,Scroll,,Singapore
Cuộn giấy hoa tai tăng phòng thủ 10%,10%,,,Scroll,,Singapore
Cuộn giấy hoa tai tăng khéo léo 100%,100%,,,Scroll,,Singapore
Cuộn giấy hoa tai tăng trí tuệ 100%,100%,,,Scroll,,Singapore
Cuộn giấy mắt kính tăng chính xác 100%,100%,,,Scroll,,Singapore
Cuộn giấy mắt kính tăng trí tuệ 100%,100%,,,Scroll,,Singapore
Cuộn giấy phụ kiện mặt tăng né tránh 100%,100%,,,Scroll,,Singapore
Cuộn giấy phụ kiện mặt tăng sinh lực 100%,100%,,,Scroll,,Singapore
Cuộn giấy găng tay tăng khéo léo 10%,10%,,,Scroll,,Singapore
Cuộn giấy găng tay tăng sinh lực 100%,100%,,,Scroll,,Singapore
Cuộn giấy găng tay tăng tấn công pháp thuật 10%,10%,,,Scroll,,Singapore
Cuộn giấy mũ tăng chính xác 10%,10%,,,Scroll,,Singapore
Cuộn giấy mũ tăng phòng thủ 10%,10%,,,Scroll,,Singapore
Cuộn giấy mũ tăng sinh lực 10%,10%,,,Scroll,,Singapore
Cuộn giấy mũ tăng khéo léo 100%,100%,,,Scroll,,Singapore
Cuộn giấy mũ tăng trí tuệ 100%,100%,,,Scroll,,Singapore
Cuộn giấy kiếm đơn tăng tấn pháp thuật 10%,10%,,,Scroll,,Singapore
Cuộn giấy áo toàn thân tăng phòng thủ 10%,10%,,,Scroll,,Singapore
Cuộn giấy áo toàn thân tăng phòng thủ 100%,100%,,,Scroll,,Singapore
Cuộn giấy áo toàn thân tăng khéo léo 100%,100%,,,Scroll,,Singapore
Cuộn giấy áo toàn thân tăng may mắn 10%,10%,,,Scroll,,Singapore
Cuộn giấy áo toàn thân tăng sức mạnh 10%,10%,,,Scroll,,Singapore
Cuộn giấy khiên tăng phòng thủ 100%,100%,,,Scroll,,Singapore
Cuộn giấy khiên tăng sinh lực 100%,100%,,,Scroll,,Singapore
Cuộn giấy khiên tăng may mắn 10%,10%,,,Scroll,,Singapore
Cuộn giấy khiên tăng tấn công pháp thuật 100%,100%,,,Scroll,,Singapore
Cuộn giấy khiên tăng sức mạnh 100%,100%,,,Scroll,,Singapore
Cuộn giấy giày tăng tốc độ 10%,10%,,,Scroll,,Singapore
Cuộn giấy giày tăng khéo léo 10%,10%,,,Scroll,,Singapore
Cuộn giấy giày tăng lực nhảy 10%,10%,,,Scroll,,Singapore
Cuộn giấy áo tăng sinh lực 10%,10%,,,Scroll,,Singapore
Cuộn giấy áo tăng sức mạnh 10%,10%,,,Scroll,,Singapore
Dark scroll for Hand Cannon for ATT 30%,30%,,,Scroll,,Singapore
Hoa tai ngọc đen,+MP,5,Lười ghi bome,Hoa tai,FULL,Singapore
Mũ học việc xanh,Tự vào game xem đi,7,Lười ghi bome,Mũ,Magician,Singapore
Mũ thợ săn đen,Tự vào game xem đi,7,Lười ghi bome,Mũ,Bowman,Singapore
Mũ trùm đầu nhãn đen,Tự vào game xem đi,7,Lười ghi bome,Mũ,Thief,Singapore
Khăn trùm đầu nâu,Tự vào game xem đi,7,Lười ghi bome,Mũ,FULL,Singapore
Áo giáp tướng quân đen,Tự vào game xem đi,7,Lười ghi bome,Áo,Warrior,Singapore
Áo hộp xanh đen,Tự vào game xem đi,7,Lười ghi bome,Áo,Bowman,Singapore
Áo đạo tặc đen,Tự vào game xem đi,7,Lười ghi bome,Áo,Thief,Singapore
Áo đạo tặc sẫm,Tự vào game xem đi,7,Lười ghi bome,Áo,Thief,Singapore
Váy thượng sĩ sẫm,Tự vào game xem đi,7,Lười ghi bome,Quần,Warrior,Singapore
Quần nữ thợ săn đen,Tự vào game xem đi,7,Lười ghi bome,Quần,Bowman,Singapore
Quần một ống đỏ,Tự vào game xem đi,7,Lười ghi bome,Quần,Thief,Singapore
Váy hải tặc sẫm,Tự vào game xem đi,7,Lười ghi bome,Quần,Thief,Singapore
Quần bó gối đen,Tự vào game xem đi,7,Lười ghi bome,Quần,Thief,Singapore
Bộ áp thập tự quân đen,Tự vào game xem đi,10,Lười ghi bome,Áo toàn thân,Warrior,Singapore
Bộ rồng đen,Tự vào game xem đi,10,Lười ghi bome,Áo toàn thân,Warrior,Singapore
Bộ áo ác quỷ đen,Tự vào game xem đi,10,Lười ghi bome,Áo toàn thân,Magician,Singapore
Bộ trăng ma thuật đen,Tự vào game xem đi,10,Lười ghi bome,Áo toàn thân,Magician,Singapore
Áo ánh sao đen,Tự vào game xem đi,10,Lười ghi bome,Áo toàn thân,Magician,Singapore
Găng tay lao động đỏ,Tự vào game xem đi,5,Lười ghi bome,Găng tay,FULL,Singapore
Áo choàng hành trình vàng,Tự vào game xem đi,8,LV: 50,Áo choàng,FULL,Singapore
Áo choàng hành trình nâu,Tự vào game xem đi,5,Lười ghi bome,Áo choàng,FULL,Singapore
Duck tube,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Singapore
Lifeguard saver,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Singapore
Đèn lễ maple,Trông đẹp đấy,7,Lười ghi bome,Vũ khí,FULL,Singapore
Phao hoa đỏ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Singapore
Cột đèn đường,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Singapore
Thương bí đỏ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,FULL,Singapore
Búa tạ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Warrior,Singapore
Kiếm đồ chơi,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Warrior,Singapore
Kiếm nhật đỏ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Warrior,Singapore
Phi tiêu hỏa tinh,Tự vào game xem đi,,,Phi tiêu,Thief,Singapore
Phi tiêu pha lê,Tự vào game xem đi,,,Phi tiêu,Thief,Singapore
Đạn vĩnh cửu,Tự vào game xem đi,,,Đạn,Priate,Singapore
Cuộn giấy quần tăng lực nhảy 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo choàng tăng sinh lực 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo choàng tăng trí tuệ 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo choàng tăng khéo léo 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo choàng tăng may mắn 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo choàng tăng sức mạnh 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo choàng tăng phòng thủ vật lý 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo choàng tăng nội lực 60%,60%,,,Scroll,,Singapore
Cuộn giấy hoa tai tăng sinh lực 60%,60%,,,Scroll,,Singapore
Cuộn giấy hoa tai tăng may mắn 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo toàn thân tăng khéo léo 60%,60%,,,Scroll,,Singapore
Cuộn giấy khiên tăng tấn công vật lý 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo tăng may mắn 60%,60%,,,Scroll,,Singapore
Cuộn giấy áo tăng phòng thủ 60%,60%,,,Scroll,,Singapore
Advanced Equip Enhancement Scroll,,,,Scroll,,Singapore
Mặt nạ buồn,Tự vào game xem đi,7,Lười ghi bome,Phụ kiện mặt,FULL,Singapore
Mặt nạ gấu mèo trắng,Tự vào game xem đi,7,Lười ghi bome,Mắt kính,FULL,Singapore
Mũ khúc côn cầu đen,Tự vào game xem đi,10,Lười ghi bome,Mũ,FULL,Singapore
Găng tay lao động nâu,Tự vào game xem đi,7,Lười ghi bome,Găng tay,FULL,Singapore
Áo choàng hành trình hồng,+ATT,5,LV: 50,Áo choàng,FULL,Singapore
Áo choàng hành trình tím,+M.ATT,5,LV: 50,Áo choàng,FULL,Singapore
Gậy pháp thuật,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Magician,Singapore
Gậy sét,Tự vào game xem đi,7,LV: 103,Vũ khí,Magician,Singapore
Gậy vua quỷ,Tự vào game xem đi,7,Lười ghi bome,Vũ khí,Magician,Singapore
Ghế tình yêu,,,,Chair,,Singapore
